Molecule_Name,OCNT_ID,pEC50
OADMET-0002815,OCNT-2311834,5.72
OADMET-0002814,OCNT-2311832,5.28
OADMET-0002813,OCNT-2311819,5.02
OADMET-0002812,OCNT-2311817,5.0
OADMET-0002811,OCNT-2311808,5.03
OADMET-0002810,OCNT-2311806,5.95
OADMET-0002809,OCNT-2311790,5.74
OADMET-0002808,OCNT-2311753,5.19
OADMET-0002807,OCNT-2311752,5.775
OADMET-0002806,OCNT-2311750,3.26
OADMET-0002805,OCNT-2311744,4.91
OADMET-0002804,OCNT-2311729,4.95
OADMET-0002803,OCNT-2311726,5.22
OADMET-0002802,OCNT-2311723,5.55
OADMET-0002801,OCNT-2311713,5.84
OADMET-0002800,OCNT-2311684,5.09
OADMET-0002799,OCNT-2311682,3.4
OADMET-0002798,OCNT-2311672,5.21
OADMET-0002797,OCNT-2311662,5.84
OADMET-0002796,OCNT-2311638,5.0
OADMET-0002795,OCNT-2311635,5.03
OADMET-0002794,OCNT-2311609,5.64
OADMET-0002793,OCNT-2311598,4.96
OADMET-0002792,OCNT-2311596,5.39
OADMET-0002791,OCNT-2311573,6.125
OADMET-0002790,OCNT-2311568,4.93
OADMET-0002789,OCNT-2311565,5.46
OADMET-0002788,OCNT-2311551,5.3
OADMET-0002787,OCNT-2311515,5.7
OADMET-0002786,OCNT-2311501,6.14
OADMET-0002785,OCNT-2311487,5.41
OADMET-0002784,OCNT-2311427,5.35
OADMET-0002783,OCNT-2311422,5.69
OADMET-0002782,OCNT-2311417,5.41
OADMET-0002781,OCNT-2311397,5.5
OADMET-0002780,OCNT-2311393,5.925
OADMET-0002779,OCNT-2311391,5.3
OADMET-0002778,OCNT-2311376,5.04
OADMET-0002777,OCNT-2311367,5.03
OADMET-0002776,OCNT-2311343,5.22
OADMET-0002775,OCNT-2311324,5.23
OADMET-0002774,OCNT-2311322,5.07
OADMET-0002773,OCNT-2311320,5.91
OADMET-0002772,OCNT-2311316,5.215
OADMET-0002771,OCNT-2311293,1.8
OADMET-0002769,OCNT-2311273,5.22
OADMET-0002768,OCNT-2311266,5.25
OADMET-0002767,OCNT-2311249,6.27
OADMET-0002766,OCNT-2311187,5.905
OADMET-0002765,OCNT-2311183,3.1
OADMET-0002764,OCNT-2311177,4.79
OADMET-0002763,OCNT-2311157,5.31
OADMET-0002762,OCNT-2311120,5.6
OADMET-0002761,OCNT-2311119,5.41
OADMET-0002760,OCNT-2311117,6.32
OADMET-0002759,OCNT-2311115,4.74
OADMET-0002758,OCNT-2311107,5.795
OADMET-0002757,OCNT-2311100,4.77
OADMET-0002756,OCNT-2311097,4.87
OADMET-0002755,OCNT-2311062,5.38
OADMET-0002754,OCNT-2311059,5.6
OADMET-0002753,OCNT-2311032,6.15
OADMET-0002752,OCNT-2311027,4.95
OADMET-0002751,OCNT-2311016,5.13
OADMET-0002750,OCNT-2311014,3.43
OADMET-0002749,OCNT-2311011,1.9
OADMET-0002748,OCNT-2311003,1.79
OADMET-0002747,OCNT-2310974,5.87
OADMET-0002746,OCNT-2310967,4.78
OADMET-0002745,OCNT-2310944,1.76
OADMET-0002744,OCNT-2310935,5.34
OADMET-0002743,OCNT-2310927,1.83
OADMET-0002742,OCNT-2310902,1.82
OADMET-0002740,OCNT-2310860,5.67
OADMET-0002739,OCNT-2310843,5.33
OADMET-0002738,OCNT-2310839,5.34
OADMET-0002736,OCNT-2310827,4.91
OADMET-0002735,OCNT-2310824,5.455
OADMET-0002734,OCNT-2310807,1.81
OADMET-0002733,OCNT-2310784,5.76
OADMET-0002732,OCNT-2310766,5.66
OADMET-0002731,OCNT-2310727,5.61
OADMET-0002730,OCNT-2310705,5.58
OADMET-0002729,OCNT-2310690,5.175
OADMET-0002728,OCNT-2310686,5.65
OADMET-0002727,OCNT-2310685,5.71
OADMET-0002726,OCNT-2310673,5.01
OADMET-0002725,OCNT-2310667,5.35
OADMET-0002724,OCNT-2310663,2.6
OADMET-0002723,OCNT-2310651,2.89
OADMET-0002722,OCNT-2310635,5.47
OADMET-0002721,OCNT-2310597,4.97
OADMET-0002720,OCNT-2310588,5.46
OADMET-0002719,OCNT-2310578,2.53
OADMET-0002718,OCNT-2310554,6.115
OADMET-0002717,OCNT-2310547,5.54
OADMET-0002716,OCNT-2310528,4.79
OADMET-0002715,OCNT-2310518,5.83
OADMET-0002714,OCNT-2310515,5.82
OADMET-0002713,OCNT-2310510,5.44
OADMET-0002712,OCNT-2310491,5.29
OADMET-0002710,OCNT-2310468,2.78
OADMET-0002709,OCNT-2310453,5.49
OADMET-0002708,OCNT-2310423,1.84
OADMET-0002707,OCNT-2310393,5.56
OADMET-0002706,OCNT-2310377,4.94
OADMET-0002705,OCNT-2310353,3.56
OADMET-0002704,OCNT-2310337,5.6
OADMET-0002703,OCNT-2310334,5.16
OADMET-0002702,OCNT-2310325,5.24
OADMET-0002701,OCNT-2310323,5.365
OADMET-0002700,OCNT-2310320,5.64
OADMET-0002699,OCNT-2310301,5.22
OADMET-0002698,OCNT-2310297,5.7
OADMET-0002697,OCNT-2310287,5.36
OADMET-0002696,OCNT-2310267,5.85
OADMET-0002695,OCNT-2310259,2.69
OADMET-0002694,OCNT-2310245,1.91
OADMET-0002693,OCNT-2310239,5.06
OADMET-0002692,OCNT-2310238,4.67
OADMET-0002691,OCNT-2310233,5.35
OADMET-0002690,OCNT-2310230,5.27
OADMET-0002689,OCNT-2310215,4.07
OADMET-0002688,OCNT-2310207,4.65
OADMET-0002687,OCNT-2310203,5.12
OADMET-0002686,OCNT-2310193,5.44
OADMET-0002685,OCNT-2310181,5.98
OADMET-0002684,OCNT-2310168,3.2
OADMET-0002683,OCNT-2310167,6.07
OADMET-0002682,OCNT-2310155,2.42
OADMET-0002681,OCNT-2310141,5.33
OADMET-0002680,OCNT-2310137,5.4
OADMET-0002679,OCNT-2310134,5.27
OADMET-0002678,OCNT-2310123,5.53
OADMET-0002677,OCNT-2310120,5.28
OADMET-0002676,OCNT-2310105,5.57
OADMET-0002675,OCNT-2310104,5.81
OADMET-0002674,OCNT-2310096,5.28
OADMET-0002673,OCNT-2310090,4.81
OADMET-0002672,OCNT-2310088,1.72
OADMET-0002671,OCNT-2310072,5.3
OADMET-0002670,OCNT-2310025,5.18
OADMET-0002669,OCNT-2310022,3.36
OADMET-0002668,OCNT-2310008,5.03
OADMET-0002667,OCNT-2310006,1.8
OADMET-0002666,OCNT-2309997,6.325
OADMET-0002665,OCNT-2309992,5.42
OADMET-0002664,OCNT-2309987,5.08
OADMET-0002663,OCNT-2309982,5.08
OADMET-0002662,OCNT-2309969,5.87
OADMET-0002661,OCNT-2309966,5.28
OADMET-0002660,OCNT-2309963,1.8
OADMET-0002659,OCNT-2309943,5.87
OADMET-0002658,OCNT-2309941,5.41
OADMET-0002657,OCNT-2309935,5.76
OADMET-0002656,OCNT-2309929,5.65
OADMET-0002655,OCNT-2309922,5.13
OADMET-0002654,OCNT-2309920,4.73
OADMET-0002653,OCNT-2309905,5.44
OADMET-0002652,OCNT-2309901,1.71
OADMET-0002651,OCNT-2309889,5.57
OADMET-0002650,OCNT-2309883,1.75
OADMET-0002649,OCNT-2309882,1.79
OADMET-0002648,OCNT-2309878,4.69
OADMET-0002647,OCNT-2309871,1.73
OADMET-0002646,OCNT-2309868,4.78
OADMET-0002645,OCNT-2309865,5.67
OADMET-0002644,OCNT-2309859,2.0
OADMET-0002643,OCNT-2309853,5.98
OADMET-0002642,OCNT-2309831,5.48
OADMET-0002641,OCNT-2309824,2.06
OADMET-0002640,OCNT-2309789,5.12
OADMET-0002639,OCNT-2309773,3.52
OADMET-0002638,OCNT-2309732,5.26
OADMET-0002637,OCNT-2309731,5.31
OADMET-0002636,OCNT-2309672,5.19
OADMET-0002635,OCNT-2309670,5.45
OADMET-0002634,OCNT-2309660,4.7
OADMET-0002633,OCNT-2309628,6.045
OADMET-0002632,OCNT-2309627,5.79
OADMET-0002631,OCNT-2309611,5.77
OADMET-0002630,OCNT-2309606,4.705
OADMET-0002629,OCNT-2309599,4.95
OADMET-0002628,OCNT-2309591,6.11
OADMET-0002627,OCNT-2309589,5.29
OADMET-0002626,OCNT-2309580,5.19
OADMET-0002625,OCNT-2309578,5.3
OADMET-0002624,OCNT-2309572,1.74
OADMET-0002623,OCNT-2309571,5.28
OADMET-0002622,OCNT-2309567,5.52
OADMET-0002621,OCNT-2309553,5.15
OADMET-0002620,OCNT-2309546,5.42
OADMET-0002619,OCNT-2309536,5.91
OADMET-0002618,OCNT-2309533,4.87
OADMET-0002617,OCNT-2309532,5.67
OADMET-0002616,OCNT-2309530,5.88
OADMET-0002615,OCNT-2309528,5.33
OADMET-0002614,OCNT-2309525,5.5
OADMET-0002613,OCNT-2309517,5.29
OADMET-0002612,OCNT-2309456,4.85
OADMET-0002611,OCNT-2309454,5.27
OADMET-0002610,OCNT-2309443,4.685
OADMET-0002609,OCNT-2309430,4.67
OADMET-0002608,OCNT-2309427,4.76
OADMET-0002607,OCNT-2309420,5.08
OADMET-0002606,OCNT-2309410,5.33
OADMET-0002605,OCNT-2309399,5.6
OADMET-0002604,OCNT-2309363,5.81
OADMET-0002603,OCNT-2309356,6.855
OADMET-0002602,OCNT-2309338,5.62
OADMET-0002601,OCNT-2309319,5.915
OADMET-0002600,OCNT-2309316,5.28
OADMET-0002599,OCNT-2309299,5.63
OADMET-0002598,OCNT-2309298,5.4
OADMET-0002597,OCNT-2309292,5.09
OADMET-0002596,OCNT-2309280,5.47
OADMET-0002595,OCNT-2309278,2.69
OADMET-0002594,OCNT-2309266,4.175
OADMET-0002593,OCNT-2309262,4.61
OADMET-0002592,OCNT-2309260,5.68
OADMET-0002591,OCNT-2309246,5.23
OADMET-0002590,OCNT-2309214,5.12
OADMET-0002589,OCNT-2309204,5.2
OADMET-0002588,OCNT-2309200,5.41
OADMET-0002587,OCNT-2309196,5.02
OADMET-0002586,OCNT-2309193,5.62
OADMET-0002585,OCNT-2309174,5.35
OADMET-0002584,OCNT-2309168,5.62
OADMET-0002583,OCNT-2309161,5.91
OADMET-0002582,OCNT-2309121,1.75
OADMET-0002581,OCNT-2309114,5.29
OADMET-0002580,OCNT-2309095,5.6
OADMET-0002579,OCNT-2309093,5.15
OADMET-0002578,OCNT-2309087,4.65
OADMET-0002577,OCNT-2309084,5.03
OADMET-0002576,OCNT-2309077,5.38
OADMET-0002575,OCNT-2309072,6.16
OADMET-0002574,OCNT-2309071,4.79
OADMET-0002573,OCNT-2309068,5.41
OADMET-0002572,OCNT-2309062,5.58
OADMET-0002571,OCNT-2309025,6.06
OADMET-0002570,OCNT-2309019,5.14
OADMET-0002569,OCNT-2308963,5.58
OADMET-0002568,OCNT-2308957,5.53
OADMET-0002567,OCNT-2308949,5.93
OADMET-0002566,OCNT-2308879,5.61
OADMET-0002565,OCNT-2308867,5.55
OADMET-0002564,OCNT-2308841,5.52
OADMET-0002563,OCNT-2308787,5.36
OADMET-0002562,OCNT-2308774,4.94
OADMET-0002561,OCNT-2308767,5.32
OADMET-0002560,OCNT-2308759,5.4
OADMET-0002559,OCNT-2308748,6.14
OADMET-0002558,OCNT-2308733,4.57
OADMET-0002557,OCNT-2308731,5.13
OADMET-0002556,OCNT-2308719,5.6
OADMET-0002555,OCNT-2308674,5.03
OADMET-0002554,OCNT-2308640,5.08
OADMET-0002553,OCNT-2308630,5.89
OADMET-0002552,OCNT-2308610,5.52
OADMET-0002551,OCNT-2308600,5.44
OADMET-0002550,OCNT-2308599,5.11
OADMET-0002549,OCNT-2308594,5.63
OADMET-0002547,OCNT-2308579,5.16
OADMET-0002546,OCNT-2308569,5.36
OADMET-0002545,OCNT-2308565,4.96
OADMET-0002544,OCNT-2308556,3.45
OADMET-0002543,OCNT-2308555,5.14
OADMET-0002542,OCNT-2308554,5.54
OADMET-0002541,OCNT-2308531,6.195
OADMET-0002539,OCNT-2308475,6.05
OADMET-0002538,OCNT-2308470,5.835
OADMET-0002537,OCNT-2081746,5.45
OADMET-0002338,OCNT-2016113,6.12
OADMET-0002337,OCNT-2016111,6.87
OADMET-0002333,OCNT-1899933,2.17
OADMET-0002332,OCNT-1899931,3.95
OADMET-0002331,OCNT-1871158,3.77
OADMET-0002330,OCNT-1871147,3.9
OADMET-0002329,OCNT-1871125,1.87
OADMET-0002328,OCNT-1871117,3.31
OADMET-0002327,OCNT-1871112,2.65
OADMET-0002326,OCNT-1871108,1.86
OADMET-0002325,OCNT-1871106,2.96
OADMET-0002324,OCNT-1871102,3.58
OADMET-0002323,OCNT-1871096,1.96
OADMET-0002322,OCNT-1871094,2.83
OADMET-0002321,OCNT-1871093,2.54
OADMET-0002320,OCNT-1871092,1.88
OADMET-0002319,OCNT-1871087,3.0
OADMET-0002318,OCNT-1871060,2.88
OADMET-0002317,OCNT-1871058,1.92
OADMET-0002316,OCNT-1871054,2.11
OADMET-0002315,OCNT-1871053,2.64
OADMET-0002314,OCNT-1871052,2.63
OADMET-0002313,OCNT-1871048,2.02
OADMET-0002312,OCNT-1871046,2.47
OADMET-0002311,OCNT-1871043,2.95
OADMET-0002310,OCNT-1871042,1.97
OADMET-0002309,OCNT-1871039,2.87
OADMET-0002308,OCNT-1871033,2.32
OADMET-0002307,OCNT-1871026,2.89
OADMET-0002306,OCNT-1871025,2.89
OADMET-0002305,OCNT-1871017,2.18
OADMET-0002304,OCNT-1755334,2.2
OADMET-0002303,OCNT-1685210,2.76
OADMET-0002302,OCNT-1685199,2.82
OADMET-0002301,OCNT-1685197,2.91
OADMET-0002300,OCNT-0683715,2.1
OADMET-0002299,OCNT-0683461,3.05
OADMET-0002298,OCNT-0483332,2.13
OADMET-0002297,OCNT-0479833,2.2
OADMET-0002296,OCNT-0419161,2.01
OADMET-0002295,OCNT-0018780,2.09
OADMET-0002294,OCNT-0017989,2.06
OADMET-0002293,OCNT-0016693,2.22
OADMET-0002292,OCNT-0010413,1.92
OADMET-0002291,OCNT-0005488,4.27
OADMET-0002290,OCNT-0002690,2.12
OADMET-0002289,OCNT-0002610,2.97
OADMET-0002288,OCNT-0002570,2.96
OADMET-0002287,OCNT-0002547,2.76
OADMET-0002286,OCNT-0000010,2.55
OADMET-0002285,OCNT-1900051,2.21
OADMET-0002284,OCNT-1899944,3.5
OADMET-0002283,OCNT-1899942,3.52
OADMET-0002282,OCNT-1899936,2.73
OADMET-0002281,OCNT-1899930,3.65
OADMET-0002280,OCNT-1871157,1.96
OADMET-0002279,OCNT-1871156,1.97
OADMET-0002278,OCNT-1871154,2.91
OADMET-0002277,OCNT-1871127,2.26
OADMET-0002276,OCNT-1871124,2.88
OADMET-0002275,OCNT-1871122,2.96
OADMET-0002274,OCNT-1871120,1.85
OADMET-0002273,OCNT-1871119,2.48
OADMET-0002272,OCNT-1871105,3.13
OADMET-0002271,OCNT-1871099,3.02
OADMET-0002270,OCNT-1871095,2.11
OADMET-0002269,OCNT-1871084,2.35
OADMET-0002268,OCNT-1871081,2.5
OADMET-0002267,OCNT-1871073,3.37
OADMET-0002266,OCNT-1871072,3.88
OADMET-0002265,OCNT-1871071,2.94
OADMET-0002264,OCNT-1871064,2.02
OADMET-0002263,OCNT-1871063,1.82
OADMET-0002262,OCNT-1871037,1.97
OADMET-0002261,OCNT-1871036,3.38
OADMET-0002260,OCNT-1871030,2.01
OADMET-0002259,OCNT-1871029,4.01
OADMET-0002258,OCNT-1871019,2.66
OADMET-0002257,OCNT-1871012,3.23
OADMET-0002256,OCNT-1685214,3.03
OADMET-0002255,OCNT-1685194,2.17
OADMET-0002254,OCNT-1685177,2.45
OADMET-0002253,OCNT-1685161,3.05
OADMET-0002252,OCNT-1510520,2.04
OADMET-0002251,OCNT-0497826,2.57
OADMET-0002250,OCNT-0483261,4.14
OADMET-0002249,OCNT-0477256,3.05
OADMET-0002248,OCNT-0183681,2.45
OADMET-0002247,OCNT-0008042,2.55
OADMET-0002246,OCNT-0007841,1.92
OADMET-0002245,OCNT-0004259,2.64
OADMET-0002244,OCNT-0003618,2.05
OADMET-0002243,OCNT-0003574,3.18
OADMET-0002242,OCNT-0003493,2.01
OADMET-0002241,OCNT-0003192,2.75
OADMET-0002240,OCNT-0002873,3.05
OADMET-0002239,OCNT-0002660,2.07
OADMET-0002238,OCNT-0002624,2.19
OADMET-0002237,OCNT-1900049,3.72
OADMET-0002236,OCNT-1871170,2.92
OADMET-0002235,OCNT-1871168,2.88
OADMET-0002234,OCNT-1871155,3.75
OADMET-0002233,OCNT-1871151,1.88
OADMET-0002232,OCNT-1871149,2.69
OADMET-0002231,OCNT-1871139,3.7
OADMET-0002230,OCNT-1871138,2.49
OADMET-0002229,OCNT-1871086,2.61
OADMET-0002228,OCNT-1871082,3.04
OADMET-0002227,OCNT-1871080,2.87
OADMET-0002226,OCNT-1871079,2.02
OADMET-0002225,OCNT-1871069,3.54
OADMET-0002224,OCNT-1871057,3.24
OADMET-0002223,OCNT-1871031,2.1
OADMET-0002222,OCNT-1871022,2.03
OADMET-0002221,OCNT-1871013,2.64
OADMET-0002220,OCNT-1685207,1.88
OADMET-0002219,OCNT-1685191,1.98
OADMET-0002218,OCNT-1685183,3.44
OADMET-0002217,OCNT-1685176,2.05
OADMET-0002216,OCNT-1685171,2.96
OADMET-0002215,OCNT-1627978,2.52
OADMET-0002214,OCNT-1510543,3.93
OADMET-0002213,OCNT-1411066,2.98
OADMET-0002212,OCNT-0941498,2.01
OADMET-0002211,OCNT-0941461,1.85
OADMET-0002210,OCNT-0722654,1.91
OADMET-0002209,OCNT-0722549,2.72
OADMET-0002208,OCNT-0683656,3.05
OADMET-0002207,OCNT-0498427,2.89
OADMET-0002206,OCNT-0498317,2.84
OADMET-0002205,OCNT-0497952,2.33
OADMET-0002204,OCNT-0497825,3.67
OADMET-0002203,OCNT-0494430,4.08
OADMET-0002202,OCNT-0234831,2.98
OADMET-0002201,OCNT-0022791,2.25
OADMET-0002200,OCNT-0010068,2.24
OADMET-0002199,OCNT-0010050,1.95
OADMET-0002198,OCNT-0008294,2.77
OADMET-0002197,OCNT-0006421,1.95
OADMET-0002196,OCNT-0004781,3.01
OADMET-0002195,OCNT-0003861,2.9
OADMET-0002194,OCNT-0003106,2.54
OADMET-0002193,OCNT-0002745,2.65
OADMET-0002192,OCNT-0002431,3.05
OADMET-0002191,OCNT-0001904,3.73
OADMET-0002190,OCNT-0001881,2.93
OADMET-0002189,OCNT-1900047,1.83
OADMET-0002188,OCNT-1900046,2.1
OADMET-0002187,OCNT-1899946,2.06
OADMET-0002186,OCNT-1899945,3.79
OADMET-0002185,OCNT-1899943,1.82
OADMET-0002184,OCNT-1899938,3.5
OADMET-0002183,OCNT-1871166,1.92
OADMET-0002182,OCNT-1871163,2.58
OADMET-0002181,OCNT-1871159,2.14
OADMET-0002180,OCNT-1871153,1.89
OADMET-0002179,OCNT-1871152,3.03
OADMET-0002178,OCNT-1871141,2.45
OADMET-0002177,OCNT-1871137,2.36
OADMET-0002176,OCNT-1871133,2.73
OADMET-0002175,OCNT-1871131,3.03
OADMET-0002174,OCNT-1871130,1.82
OADMET-0002173,OCNT-1871126,2.61
OADMET-0002172,OCNT-1871121,2.42
OADMET-0002171,OCNT-1871110,3.36
OADMET-0002170,OCNT-1871109,2.19
OADMET-0002169,OCNT-1871103,2.86
OADMET-0002168,OCNT-1871070,3.0
OADMET-0002167,OCNT-1871062,3.11
OADMET-0002166,OCNT-1871056,2.22
OADMET-0002165,OCNT-1871049,2.92
OADMET-0002164,OCNT-1871038,2.82
OADMET-0002163,OCNT-1871023,2.99
OADMET-0002162,OCNT-1685200,1.79
OADMET-0002161,OCNT-1685196,2.57
OADMET-0002160,OCNT-1685185,1.82
OADMET-0002159,OCNT-1685166,1.99
OADMET-0002158,OCNT-1411115,3.27
OADMET-0002157,OCNT-0941516,2.17
OADMET-0002156,OCNT-0722576,2.36
OADMET-0002155,OCNT-0683431,3.02
OADMET-0002154,OCNT-0494638,3.47
OADMET-0002153,OCNT-0427953,1.8
OADMET-0002152,OCNT-0022535,2.85
OADMET-0002151,OCNT-0022051,2.77
OADMET-0002150,OCNT-0008452,1.94
OADMET-0002149,OCNT-0007145,1.98
OADMET-0002148,OCNT-0006870,2.78
OADMET-0002147,OCNT-0004187,3.19
OADMET-0002146,OCNT-0003680,1.87
OADMET-0002145,OCNT-0002979,2.02
OADMET-0002144,OCNT-0002512,3.42
OADMET-0002143,OCNT-0001729,3.01
OADMET-0002142,OCNT-0001581,2.15
OADMET-0002141,OCNT-1900053,2.83
OADMET-0002140,OCNT-1900050,2.52
OADMET-0002139,OCNT-1899941,2.96
OADMET-0002138,OCNT-1871173,1.96
OADMET-0002137,OCNT-1871171,3.22
OADMET-0002136,OCNT-1871165,1.83
OADMET-0002135,OCNT-1871134,3.41
OADMET-0002134,OCNT-1871128,2.85
OADMET-0002133,OCNT-1871115,3.95
OADMET-0002132,OCNT-1871114,2.95
OADMET-0002131,OCNT-1871107,3.1
OADMET-0002130,OCNT-1871101,2.81
OADMET-0002129,OCNT-1871100,2.45
OADMET-0002128,OCNT-1871097,2.87
OADMET-0002127,OCNT-1871090,3.92
OADMET-0002126,OCNT-1871083,3.22
OADMET-0002125,OCNT-1871078,2.16
OADMET-0002124,OCNT-1871076,3.59
OADMET-0002123,OCNT-1871065,3.56
OADMET-0002122,OCNT-1871051,4.15
OADMET-0002121,OCNT-1871047,2.91
OADMET-0002120,OCNT-1871044,1.95
OADMET-0002119,OCNT-1871041,2.73
OADMET-0002118,OCNT-1871040,1.77
OADMET-0002117,OCNT-1871034,2.4
OADMET-0002116,OCNT-1871032,3.11
OADMET-0002115,OCNT-1871027,3.65
OADMET-0002114,OCNT-1871024,2.53
OADMET-0002113,OCNT-1685193,3.0
OADMET-0002112,OCNT-1685190,2.97
OADMET-0002111,OCNT-1685188,2.97
OADMET-0002110,OCNT-1685184,2.0
OADMET-0002109,OCNT-1685170,2.53
OADMET-0002108,OCNT-1685169,2.515
OADMET-0002107,OCNT-1685163,2.6
OADMET-0002106,OCNT-1628123,2.02
OADMET-0002105,OCNT-0498252,1.86
OADMET-0002104,OCNT-0497953,2.81
OADMET-0002103,OCNT-0021589,3.18
OADMET-0002102,OCNT-0020820,2.82
OADMET-0002101,OCNT-0019722,3.26
OADMET-0002100,OCNT-0018132,3.01
OADMET-0002099,OCNT-0017868,1.98
OADMET-0002098,OCNT-0015701,2.05
OADMET-0002097,OCNT-0015147,2.67
OADMET-0002096,OCNT-0013984,2.51
OADMET-0002095,OCNT-0013541,2.85
OADMET-0002094,OCNT-0013251,1.93
OADMET-0002093,OCNT-1900052,2.45
OADMET-0002092,OCNT-1900048,1.98
OADMET-0002091,OCNT-1899939,2.83
OADMET-0002090,OCNT-1899935,1.91
OADMET-0002089,OCNT-1871175,1.95
OADMET-0002088,OCNT-1871164,2.08
OADMET-0002087,OCNT-1871162,2.69
OADMET-0002086,OCNT-1871161,1.85
OADMET-0002085,OCNT-1871150,2.71
OADMET-0002084,OCNT-1871148,1.84
OADMET-0002083,OCNT-1871146,4.28
OADMET-0002082,OCNT-1871144,2.64
OADMET-0002081,OCNT-1871143,3.02
OADMET-0002080,OCNT-1871136,3.32
OADMET-0002079,OCNT-1871129,2.07
OADMET-0002078,OCNT-1871075,1.91
OADMET-0002077,OCNT-1871074,2.06
OADMET-0002076,OCNT-1871068,2.9
OADMET-0002075,OCNT-1871066,2.41
OADMET-0002074,OCNT-1871061,1.82
OADMET-0002073,OCNT-1871059,1.94
OADMET-0002072,OCNT-1871055,2.09
OADMET-0002071,OCNT-1871035,2.72
OADMET-0002070,OCNT-1871028,2.92
OADMET-0002069,OCNT-1871021,2.88
OADMET-0002068,OCNT-1871020,1.87
OADMET-0002067,OCNT-1871018,2.6
OADMET-0002066,OCNT-1871016,2.69
OADMET-0002065,OCNT-1871014,2.39
OADMET-0002064,OCNT-1755336,2.12
OADMET-0002063,OCNT-1685212,3.96
OADMET-0002062,OCNT-1685205,2.44
OADMET-0002061,OCNT-1685204,1.98
OADMET-0002060,OCNT-1685202,2.49
OADMET-0002059,OCNT-1685201,4.08
OADMET-0002058,OCNT-1685189,2.13
OADMET-0002057,OCNT-1685173,1.97
OADMET-0002056,OCNT-1685167,2.82
OADMET-0002055,OCNT-0498147,1.94
OADMET-0002054,OCNT-0495311,1.83
OADMET-0002053,OCNT-0017372,2.49
OADMET-0002052,OCNT-0017029,2.49
OADMET-0002051,OCNT-0011639,2.01
OADMET-0002050,OCNT-0011622,1.88
OADMET-0002049,OCNT-0011491,2.86
OADMET-0002048,OCNT-0011376,2.01
OADMET-0002047,OCNT-0010793,2.01
OADMET-0002046,OCNT-0010457,1.92
OADMET-0002045,OCNT-1966046,4.51
OADMET-0002044,OCNT-1966045,3.73
OADMET-0002043,OCNT-1966044,4.46
OADMET-0002042,OCNT-1966036,5.61
OADMET-0002041,OCNT-1966035,5.03
OADMET-0002040,OCNT-1966033,3.55
OADMET-0002039,OCNT-1966031,3.04
OADMET-0002038,OCNT-1966029,2.0
OADMET-0002037,OCNT-1966028,2.98
OADMET-0002036,OCNT-1966027,4.09
OADMET-0002035,OCNT-1966026,4.95
OADMET-0002034,OCNT-1966024,4.17
OADMET-0002033,OCNT-1966023,3.88
OADMET-0002032,OCNT-1966022,3.89
OADMET-0002031,OCNT-1966020,1.96
OADMET-0002030,OCNT-1966018,4.57
OADMET-0002029,OCNT-1966016,4.37
OADMET-0002028,OCNT-1966013,3.95
OADMET-0002027,OCNT-1966012,2.83
OADMET-0002026,OCNT-1966010,1.95
OADMET-0002025,OCNT-1966008,3.75
OADMET-0002024,OCNT-1966007,3.1
OADMET-0002023,OCNT-1966006,2.7
OADMET-0002022,OCNT-1966005,3.85
OADMET-0002021,OCNT-1966004,4.41
OADMET-0002020,OCNT-1966001,3.82
OADMET-0002019,OCNT-1966000,4.49
OADMET-0002018,OCNT-1965998,2.36
OADMET-0002017,OCNT-1965997,4.21
OADMET-0002016,OCNT-1965996,2.99
OADMET-0002015,OCNT-1965995,4.12
OADMET-0002014,OCNT-1965994,5.29
OADMET-0002013,OCNT-1965993,4.28
OADMET-0002012,OCNT-1965992,4.33
OADMET-0002011,OCNT-1965991,4.46
OADMET-0002010,OCNT-1965990,4.87
OADMET-0002009,OCNT-1965988,3.11
OADMET-0002008,OCNT-1965987,2.27
OADMET-0002007,OCNT-1965984,4.83
OADMET-0002006,OCNT-1965983,5.19
OADMET-0002005,OCNT-1965980,4.24
OADMET-0002004,OCNT-1965979,2.3
OADMET-0002003,OCNT-1965976,2.34
OADMET-0002002,OCNT-1965975,2.58
OADMET-0002001,OCNT-1965974,3.11
OADMET-0002000,OCNT-1965973,1.92
OADMET-0001999,OCNT-1965972,3.82
OADMET-0001998,OCNT-1965969,4.87
OADMET-0001997,OCNT-1965966,3.61
OADMET-0001996,OCNT-1965965,3.0
OADMET-0001995,OCNT-1965963,4.32
OADMET-0001994,OCNT-1965961,3.47
OADMET-0001993,OCNT-1965960,2.98
OADMET-0001992,OCNT-1965959,2.95
OADMET-0001991,OCNT-1965956,4.45
OADMET-0001990,OCNT-1965954,5.29
OADMET-0001989,OCNT-1965950,4.4
OADMET-0001988,OCNT-1965949,1.77
OADMET-0001987,OCNT-1965946,2.45
OADMET-0001986,OCNT-1965945,3.85
OADMET-0001985,OCNT-1965944,3.58
OADMET-0001984,OCNT-1965940,3.41
OADMET-0001983,OCNT-1965937,4.91
OADMET-0001982,OCNT-1965934,4.745
OADMET-0001981,OCNT-1965932,1.81
OADMET-0001980,OCNT-1965931,4.06
OADMET-0001979,OCNT-1965930,3.61
OADMET-0001978,OCNT-1965929,4.03
OADMET-0001977,OCNT-1965927,5.42
OADMET-0001976,OCNT-1965926,4.58
OADMET-0001975,OCNT-1965925,4.78
OADMET-0001974,OCNT-1965924,3.67
